User ID,Age,Gender,Fitness Level,Goals,Available Equipment,Workout Plan
4229,31,Other,Advanced,Endurance,Resistance Bands,Running
4230,56,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
4231,57,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4232,33,Male,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4233,38,Other,Advanced,Flexibility,None,Advanced Yoga
4234,28,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4235,38,Male,Advanced,Flexibility,None,Advanced Yoga
4236,32,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
4237,50,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
4238,31,Male,Advanced,Weight Loss,Treadmill,HIIT
4239,35,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
4240,22,Other,Advanced,Weight Loss,None,HIIT
4241,36,Other,Intermediate,Weight Loss,None,Moderate Cardio
4242,53,Female,Beginner,Muscle Gain,None,Bodyweight Training
4243,49,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
4244,40,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4245,62,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
4246,37,Other,Beginner,Flexibility,Treadmill,Basic Yoga
4247,33,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
4248,62,Male,Beginner,Endurance,None,Walking
4249,44,Other,Advanced,Endurance,Dumbbells,Running
4250,40,Male,Beginner,Endurance,Dumbbells,Walking
4251,25,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4252,26,Male,Beginner,Endurance,Resistance Bands,Walking
4253,62,Other,Beginner,Endurance,Dumbbells,Walking
4254,34,Male,Advanced,Muscle Gain,None,Advanced Strength Training
4255,39,Male,Advanced,Weight Loss,Resistance Bands,HIIT
4256,32,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
4257,21,Female,Intermediate,Weight Loss,None,Moderate Cardio
4258,38,Male,Beginner,Endurance,Dumbbells,Walking
4259,20,Male,Advanced,Flexibility,None,Advanced Yoga
4260,20,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
4261,27,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
4262,45,Female,Beginner,Flexibility,Dumbbells,Basic Yoga
4263,64,Other,Beginner,Weight Loss,Treadmill,Light Cardio
4264,48,Other,Advanced,Weight Loss,None,HIIT
4265,27,Female,Intermediate,Endurance,Dumbbells,Jogging
4266,28,Female,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4267,53,Other,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4268,33,Other,Beginner,Weight Loss,Treadmill,Light Cardio
4269,45,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
4270,21,Female,Advanced,Endurance,Resistance Bands,Running
4271,29,Female,Beginner,Endurance,None,Walking
4272,44,Female,Intermediate,Flexibility,None,Intermediate Yoga
4273,45,Male,Advanced,Weight Loss,None,HIIT
4274,38,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
4275,31,Male,Advanced,Weight Loss,Dumbbells,HIIT
4276,60,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
4277,58,Other,Advanced,Endurance,Dumbbells,Running
4278,52,Male,Advanced,Muscle Gain,None,Advanced Strength Training
4279,34,Other,Intermediate,Endurance,Treadmill,Jogging
4280,49,Male,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4281,64,Male,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
4282,56,Male,Intermediate,Endurance,Resistance Bands,Jogging
4283,41,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
4284,19,Male,Beginner,Muscle Gain,None,Bodyweight Training
4285,28,Female,Beginner,Muscle Gain,None,Bodyweight Training
4286,18,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4287,18,Male,Beginner,Endurance,Treadmill,Walking
4288,61,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
4289,55,Other,Advanced,Weight Loss,Treadmill,HIIT
4290,32,Other,Advanced,Endurance,Treadmill,Running
4291,60,Male,Advanced,Weight Loss,Resistance Bands,HIIT
4292,19,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4293,32,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
4294,44,Female,Intermediate,Muscle Gain,None,Strength Training
4295,34,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4296,47,Other,Intermediate,Endurance,Resistance Bands,Jogging
4297,63,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
4298,52,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
4299,18,Other,Intermediate,Endurance,None,Jogging
4300,26,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4301,53,Other,Intermediate,Endurance,None,Jogging
4302,62,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
4303,36,Male,Advanced,Weight Loss,Resistance Bands,HIIT
4304,45,Female,Intermediate,Endurance,Treadmill,Jogging
4305,53,Male,Beginner,Flexibility,Treadmill,Basic Yoga
4306,44,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4307,58,Female,Intermediate,Endurance,Dumbbells,Jogging
4308,33,Male,Intermediate,Flexibility,Treadmill,Intermediate Yoga
4309,24,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4310,28,Male,Intermediate,Endurance,Treadmill,Jogging
4311,22,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
4312,38,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
4313,33,Other,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
4314,58,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4315,26,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
4316,39,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4317,43,Female,Beginner,Endurance,Resistance Bands,Walking
4318,62,Female,Intermediate,Flexibility,None,Intermediate Yoga
4319,25,Male,Advanced,Muscle Gain,None,Advanced Strength Training
4320,57,Male,Advanced,Endurance,None,Running
4321,57,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
4322,58,Other,Beginner,Endurance,Treadmill,Walking
4323,57,Female,Advanced,Flexibility,None,Advanced Yoga
4324,34,Male,Intermediate,Endurance,Treadmill,Jogging
4325,40,Female,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
4326,43,Female,Intermediate,Endurance,Treadmill,Jogging
4327,45,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4328,30,Female,Intermediate,Weight Loss,None,Moderate Cardio
4329,52,Male,Advanced,Weight Loss,Treadmill,HIIT
4330,34,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4331,26,Female,Advanced,Weight Loss,None,HIIT
4332,33,Female,Advanced,Endurance,Treadmill,Running
4333,25,Other,Advanced,Endurance,Treadmill,Running
4334,58,Male,Beginner,Endurance,Treadmill,Walking
4335,22,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
4336,50,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4337,18,Female,Beginner,Weight Loss,None,Light Cardio
4338,44,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
4339,19,Male,Advanced,Weight Loss,Dumbbells,HIIT
4340,52,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
4341,54,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4342,22,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
4343,30,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
4344,22,Female,Intermediate,Flexibility,None,Intermediate Yoga
4345,33,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4346,50,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
4347,28,Other,Beginner,Endurance,Treadmill,Walking
4348,51,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
4349,52,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4350,60,Female,Intermediate,Endurance,Dumbbells,Jogging
4351,54,Female,Beginner,Muscle Gain,None,Bodyweight Training
4352,55,Other,Advanced,Endurance,Dumbbells,Running
4353,25,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4354,41,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4355,22,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
4356,20,Female,Beginner,Endurance,Resistance Bands,Walking
4357,50,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
4358,61,Male,Intermediate,Endurance,Dumbbells,Jogging
4359,24,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4360,23,Female,Advanced,Weight Loss,Treadmill,HIIT
4361,60,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4362,36,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
4363,63,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
4364,60,Female,Advanced,Endurance,None,Running
4365,47,Other,Advanced,Endurance,None,Running
4366,63,Female,Intermediate,Weight Loss,None,Moderate Cardio
4367,29,Female,Advanced,Weight Loss,Dumbbells,HIIT
4368,44,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
4369,43,Male,Advanced,Weight Loss,Dumbbells,HIIT
4370,39,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
4371,27,Other,Beginner,Weight Loss,Resistance Bands,Light Cardio
4372,19,Other,Intermediate,Endurance,None,Jogging
4373,38,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4374,29,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
4375,35,Female,Beginner,Weight Loss,Treadmill,Light Cardio
4376,29,Male,Beginner,Endurance,Dumbbells,Walking
4377,59,Female,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4378,64,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
4379,29,Female,Beginner,Flexibility,Treadmill,Basic Yoga
4380,46,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
4381,58,Other,Advanced,Flexibility,None,Advanced Yoga
4382,30,Other,Beginner,Endurance,Resistance Bands,Walking
4383,61,Female,Advanced,Muscle Gain,None,Advanced Strength Training
4384,41,Male,Intermediate,Muscle Gain,None,Strength Training
4385,18,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4386,47,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4387,26,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
4388,49,Other,Advanced,Weight Loss,Resistance Bands,HIIT
4389,57,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
4390,36,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4391,43,Female,Advanced,Endurance,Treadmill,Running
4392,62,Male,Advanced,Endurance,Dumbbells,Running
4393,50,Male,Advanced,Endurance,Dumbbells,Running
4394,28,Other,Advanced,Weight Loss,Resistance Bands,HIIT
4395,59,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
4396,54,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4397,20,Male,Advanced,Weight Loss,None,HIIT
4398,48,Male,Advanced,Weight Loss,Resistance Bands,HIIT
4399,46,Male,Beginner,Endurance,Resistance Bands,Walking
4400,51,Female,Intermediate,Weight Loss,None,Moderate Cardio
4401,43,Female,Advanced,Endurance,None,Running
4402,24,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4403,23,Male,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4404,50,Male,Advanced,Weight Loss,None,HIIT
4405,49,Other,Advanced,Endurance,Treadmill,Running
4406,51,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
4407,21,Female,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4408,47,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4409,57,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
4410,59,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4411,53,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4412,19,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4413,60,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4414,52,Male,Intermediate,Endurance,None,Jogging
4415,35,Female,Intermediate,Endurance,Resistance Bands,Jogging
4416,26,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4417,55,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
4418,47,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
4419,42,Other,Beginner,Endurance,Treadmill,Walking
4420,34,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4421,29,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4422,62,Other,Beginner,Flexibility,None,Basic Yoga
4423,28,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4424,55,Female,Beginner,Endurance,None,Walking
4425,58,Female,Beginner,Weight Loss,Treadmill,Light Cardio
4426,56,Other,Beginner,Endurance,None,Walking
4427,37,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
4428,59,Male,Advanced,Endurance,Dumbbells,Running
4429,56,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
4430,41,Male,Beginner,Flexibility,Treadmill,Basic Yoga
4431,53,Female,Beginner,Weight Loss,None,Light Cardio
4432,59,Other,Intermediate,Endurance,Treadmill,Jogging
4433,29,Female,Intermediate,Endurance,Resistance Bands,Jogging
4434,45,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4435,22,Female,Beginner,Weight Loss,Treadmill,Light Cardio
4436,24,Other,Advanced,Flexibility,None,Advanced Yoga
4437,39,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
4438,49,Other,Advanced,Weight Loss,Resistance Bands,HIIT
4439,20,Other,Advanced,Muscle Gain,None,Advanced Strength Training
4440,46,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4441,58,Female,Advanced,Weight Loss,Treadmill,HIIT
4442,51,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4443,52,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4444,59,Other,Intermediate,Flexibility,None,Intermediate Yoga
4445,42,Male,Advanced,Weight Loss,Treadmill,HIIT
4446,24,Other,Advanced,Weight Loss,Resistance Bands,HIIT
4447,25,Other,Advanced,Muscle Gain,None,Advanced Strength Training
4448,30,Female,Advanced,Weight Loss,None,HIIT
4449,36,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4450,52,Other,Intermediate,Endurance,Treadmill,Jogging
4451,36,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4452,37,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
4453,50,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
4454,27,Male,Intermediate,Weight Loss,None,Moderate Cardio
4455,37,Other,Beginner,Endurance,Dumbbells,Walking
4456,49,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
4457,53,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4458,59,Male,Advanced,Weight Loss,Treadmill,HIIT
4459,23,Other,Advanced,Flexibility,Treadmill,Advanced Yoga
4460,18,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4461,43,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
4462,60,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
4463,22,Female,Beginner,Flexibility,Treadmill,Basic Yoga
4464,24,Other,Beginner,Weight Loss,Resistance Bands,Light Cardio
4465,61,Male,Intermediate,Muscle Gain,None,Strength Training
4466,59,Other,Intermediate,Endurance,None,Jogging
4467,20,Female,Beginner,Endurance,Resistance Bands,Walking
4468,23,Other,Intermediate,Flexibility,None,Intermediate Yoga
4469,44,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4470,42,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4471,56,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
4472,29,Male,Intermediate,Flexibility,None,Intermediate Yoga
4473,49,Female,Intermediate,Endurance,Treadmill,Jogging
4474,63,Other,Advanced,Weight Loss,Dumbbells,HIIT
4475,61,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
4476,45,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
4477,25,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
4478,20,Other,Intermediate,Endurance,Dumbbells,Jogging
4479,55,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
4480,41,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4481,36,Other,Advanced,Weight Loss,None,HIIT
4482,58,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
4483,43,Other,Intermediate,Endurance,Dumbbells,Jogging
4484,61,Male,Beginner,Weight Loss,None,Light Cardio
4485,42,Male,Beginner,Endurance,Treadmill,Walking
4486,58,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
4487,63,Male,Advanced,Endurance,Resistance Bands,Running
4488,62,Female,Beginner,Endurance,Treadmill,Walking
4489,48,Male,Advanced,Endurance,Treadmill,Running
4490,40,Male,Advanced,Weight Loss,Dumbbells,HIIT
4491,19,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
4492,40,Other,Beginner,Weight Loss,Dumbbells,Light Cardio
4493,56,Other,Beginner,Endurance,Dumbbells,Walking
4494,22,Male,Intermediate,Weight Loss,None,Moderate Cardio
4495,18,Female,Intermediate,Endurance,None,Jogging
4496,35,Female,Advanced,Endurance,Resistance Bands,Running
4497,46,Male,Intermediate,Endurance,Dumbbells,Jogging
4498,52,Male,Advanced,Weight Loss,Resistance Bands,HIIT
4499,57,Other,Beginner,Weight Loss,Dumbbells,Light Cardio
4500,32,Male,Advanced,Weight Loss,Treadmill,HIIT
4501,51,Other,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
4502,30,Male,Advanced,Endurance,Resistance Bands,Running
4503,21,Other,Advanced,Flexibility,None,Advanced Yoga
4504,31,Other,Intermediate,Muscle Gain,None,Strength Training
4505,58,Other,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4506,30,Female,Beginner,Muscle Gain,None,Bodyweight Training
4507,52,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
4508,61,Other,Advanced,Weight Loss,None,HIIT
4509,22,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4510,61,Male,Beginner,Muscle Gain,None,Bodyweight Training
4511,47,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4512,37,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4513,36,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
4514,24,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4515,48,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4516,18,Other,Intermediate,Flexibility,Treadmill,Intermediate Yoga
4517,19,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4518,42,Male,Intermediate,Endurance,None,Jogging
4519,39,Male,Advanced,Flexibility,None,Advanced Yoga
4520,32,Male,Intermediate,Endurance,Dumbbells,Jogging
4521,20,Female,Advanced,Flexibility,Resistance Bands,Advanced Yoga
4522,46,Female,Intermediate,Endurance,None,Jogging
4523,57,Female,Beginner,Weight Loss,Treadmill,Light Cardio
4524,28,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
4525,29,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
4526,18,Male,Beginner,Weight Loss,Treadmill,Light Cardio
4527,30,Other,Intermediate,Endurance,Dumbbells,Jogging
4528,49,Male,Beginner,Endurance,Treadmill,Walking
4529,40,Male,Advanced,Weight Loss,None,HIIT
4530,55,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4531,19,Other,Advanced,Flexibility,Dumbbells,Advanced Yoga
4532,44,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
4533,49,Female,Intermediate,Endurance,Dumbbells,Jogging
4534,32,Other,Intermediate,Endurance,Treadmill,Jogging
4535,33,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4536,45,Female,Beginner,Endurance,None,Walking
4537,51,Female,Advanced,Endurance,Treadmill,Running
4538,29,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
4539,52,Female,Intermediate,Muscle Gain,None,Strength Training
4540,21,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4541,56,Female,Advanced,Weight Loss,Dumbbells,HIIT
4542,52,Other,Advanced,Endurance,None,Running
4543,31,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
4544,31,Other,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
4545,18,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4546,59,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4547,31,Female,Advanced,Weight Loss,Treadmill,HIIT
4548,35,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
4549,18,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
4550,19,Male,Advanced,Weight Loss,Dumbbells,HIIT
4551,33,Other,Advanced,Endurance,Resistance Bands,Running
4552,49,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4553,34,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4554,44,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4555,30,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
4556,26,Other,Beginner,Flexibility,Treadmill,Basic Yoga
4557,36,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4558,41,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4559,42,Female,Intermediate,Endurance,Dumbbells,Jogging
4560,30,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
4561,19,Other,Beginner,Weight Loss,Treadmill,Light Cardio
4562,49,Male,Advanced,Flexibility,None,Advanced Yoga
4563,25,Male,Advanced,Weight Loss,Treadmill,HIIT
4564,31,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
4565,56,Male,Advanced,Muscle Gain,None,Advanced Strength Training
4566,37,Other,Intermediate,Endurance,Dumbbells,Jogging
4567,48,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
4568,41,Other,Advanced,Weight Loss,Resistance Bands,HIIT
4569,55,Male,Beginner,Flexibility,None,Basic Yoga
4570,31,Other,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
4571,30,Male,Advanced,Flexibility,None,Advanced Yoga
4572,63,Other,Advanced,Endurance,Treadmill,Running
4573,60,Other,Advanced,Flexibility,None,Advanced Yoga
4574,50,Other,Intermediate,Endurance,None,Jogging
4575,30,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
4576,48,Female,Advanced,Endurance,Resistance Bands,Running
4577,56,Other,Intermediate,Flexibility,None,Intermediate Yoga
4578,37,Male,Beginner,Flexibility,Treadmill,Basic Yoga
4579,29,Other,Intermediate,Flexibility,None,Intermediate Yoga
4580,50,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4581,44,Other,Intermediate,Flexibility,Treadmill,Intermediate Yoga
4582,28,Other,Intermediate,Endurance,Treadmill,Jogging
4583,46,Male,Beginner,Weight Loss,None,Light Cardio
4584,30,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4585,28,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
4586,48,Female,Beginner,Endurance,Dumbbells,Walking
4587,60,Female,Advanced,Flexibility,Resistance Bands,Advanced Yoga
4588,63,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
4589,46,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4590,57,Female,Beginner,Muscle Gain,None,Bodyweight Training
4591,40,Male,Advanced,Weight Loss,Treadmill,HIIT
4592,27,Other,Intermediate,Endurance,Treadmill,Jogging
4593,56,Female,Beginner,Flexibility,Treadmill,Basic Yoga
4594,57,Other,Advanced,Muscle Gain,None,Advanced Strength Training
4595,36,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4596,55,Female,Advanced,Weight Loss,None,HIIT
4597,36,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4598,29,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4599,38,Male,Beginner,Endurance,Resistance Bands,Walking
4600,36,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4601,49,Other,Advanced,Flexibility,Treadmill,Advanced Yoga
4602,64,Male,Beginner,Endurance,Dumbbells,Walking
4603,53,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
4604,35,Male,Intermediate,Endurance,Treadmill,Jogging
4605,42,Male,Advanced,Flexibility,None,Advanced Yoga
4606,49,Male,Advanced,Endurance,Resistance Bands,Running
4607,34,Female,Beginner,Flexibility,Treadmill,Basic Yoga
4608,36,Male,Advanced,Endurance,Dumbbells,Running
4609,59,Female,Beginner,Weight Loss,None,Light Cardio
4610,26,Female,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4611,39,Other,Advanced,Flexibility,Dumbbells,Advanced Yoga
4612,42,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4613,50,Male,Beginner,Endurance,Dumbbells,Walking
4614,18,Female,Advanced,Endurance,Treadmill,Running
4615,19,Other,Advanced,Endurance,Treadmill,Running
4616,35,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4617,54,Male,Advanced,Endurance,None,Running
4618,34,Male,Advanced,Flexibility,None,Advanced Yoga
4619,45,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
4620,54,Other,Advanced,Endurance,Resistance Bands,Running
4621,51,Female,Advanced,Muscle Gain,None,Advanced Strength Training
4622,60,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
4623,62,Other,Advanced,Endurance,Resistance Bands,Running
4624,37,Other,Beginner,Weight Loss,Dumbbells,Light Cardio
4625,44,Male,Beginner,Flexibility,Treadmill,Basic Yoga
4626,31,Male,Beginner,Endurance,Dumbbells,Walking
4627,60,Male,Intermediate,Muscle Gain,None,Strength Training
4628,21,Female,Advanced,Weight Loss,Resistance Bands,HIIT
4629,57,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
4630,32,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
4631,25,Other,Advanced,Weight Loss,Treadmill,HIIT
4632,61,Other,Beginner,Endurance,Dumbbells,Walking
4633,28,Other,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
4634,40,Male,Beginner,Flexibility,None,Basic Yoga
4635,36,Female,Beginner,Weight Loss,None,Light Cardio
4636,55,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4637,45,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
4638,54,Other,Intermediate,Muscle Gain,None,Strength Training
4639,22,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
4640,43,Other,Advanced,Weight Loss,Resistance Bands,HIIT
4641,55,Male,Advanced,Endurance,Resistance Bands,Running
4642,20,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
4643,49,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4644,18,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
4645,43,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
4646,37,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
4647,54,Female,Advanced,Endurance,Treadmill,Running
4648,64,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
4649,29,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4650,53,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
4651,28,Female,Beginner,Flexibility,None,Basic Yoga
4652,58,Male,Advanced,Endurance,Resistance Bands,Running
4653,64,Female,Advanced,Weight Loss,Dumbbells,HIIT
